drug_name,month,avg_sentiment,ade_count,total,ade_rate
alprazolam,2016-01,0.09501666666666665,2,6,0.3333333333333333
alprazolam,2016-02,0.08866666666666667,0,3,0.0
alprazolam,2016-03,-0.01965,0,2,0.0
alprazolam,2016-04,0.3357,0,4,0.0
alprazolam,2016-05,0.17550000000000002,1,2,0.5
alprazolam,2016-06,-0.016024999999999998,1,4,0.25
alprazolam,2016-08,-0.08771999999999999,2,5,0.4
alprazolam,2016-09,-0.0943,2,6,0.3333333333333333
alprazolam,2016-10,0.019899999999999994,0,5,0.0
alprazolam,2016-11,-0.1049,0,4,0.0
alprazolam,2016-12,0.02112,0,5,0.0
alprazolam,2017-01,0.19482500000000003,0,4,0.0
alprazolam,2017-02,0.10587500000000001,0,4,0.0
alprazolam,2017-03,-0.016650000000000005,1,2,0.5
alprazolam,2017-04,-0.04998,1,5,0.2
alprazolam,2017-05,0.1733,0,4,0.0
alprazolam,2017-06,0.09796666666666666,1,3,0.3333333333333333
alprazolam,2017-07,-0.09895,0,2,0.0
alprazolam,2017-08,0.070525,2,4,0.5
alprazolam,2017-09,0.0722,0,1,0.0
alprazolam,2017-10,0.128675,1,4,0.25
alprazolam,2017-11,0.3125,0,2,0.0
amitriptyline,2008-03,0.1636,0,1,0.0
amitriptyline,2008-04,0.2281,0,1,0.0
amitriptyline,2008-06,0.03025,1,2,0.5
amitriptyline,2008-07,0.0061,1,1,1.0
amitriptyline,2008-08,0.19,0,1,0.0
amitriptyline,2008-10,0.325,0,1,0.0
amitriptyline,2008-11,0.2921,0,1,0.0
amitriptyline,2008-12,0.43173333333333336,0,3,0.0
amitriptyline,2009-02,0.47915,0,2,0.0
amitriptyline,2009-03,0.049920000000000006,3,5,0.6
amitriptyline,2009-04,0.10086666666666666,2,3,0.6666666666666666
amitriptyline,2009-05,0.19024000000000002,1,5,0.2
amitriptyline,2009-06,0.3159,0,3,0.0
amitriptyline,2009-07,-0.0921,0,3,0.0
amitriptyline,2009-08,0.060450000000000004,2,2,1.0
amitriptyline,2009-10,0.0,0,1,0.0
amitriptyline,2009-11,0.041666666666666664,0,3,0.0
amitriptyline,2009-12,0.3625,0,3,0.0
amitriptyline,2010-01,0.03435,1,2,0.5
amitriptyline,2010-02,0.3286,0,1,0.0
amitriptyline,2010-04,0.0542,0,1,0.0
amitriptyline,2010-05,0.09665,0,2,0.0
amitriptyline,2010-06,0.0208,0,1,0.0
amitriptyline,2010-09,0.032,0,1,0.0
amitriptyline,2010-10,0.0,0,1,0.0
amitriptyline,2010-11,0.21,0,1,0.0
amitriptyline,2010-12,0.38125,0,2,0.0
amitriptyline,2011-01,0.021599999999999998,1,5,0.2
amitriptyline,2011-02,0.0,1,2,0.5
amitriptyline,2011-04,0.13186,0,5,0.0
amitriptyline,2011-05,0.066,0,2,0.0
amitriptyline,2011-08,0.10099999999999999,0,3,0.0
amitriptyline,2011-11,0.0091,1,2,0.5
amitriptyline,2011-12,0.23835,1,2,0.5
amitriptyline,2012-01,-0.2708,0,1,0.0
amitriptyline,2012-02,-0.0933,0,1,0.0
amitriptyline,2012-03,0.09232499999999999,1,4,0.25
amitriptyline,2012-04,-0.0234,0,1,0.0
amitriptyline,2012-05,0.075625,1,4,0.25
amitriptyline,2012-06,0.12653333333333333,0,3,0.0
amitriptyline,2012-07,0.055675,0,4,0.0
amitriptyline,2012-08,0.7,0,1,0.0
amitriptyline,2012-09,-0.48335,0,2,0.0
amitriptyline,2012-10,-0.1314,0,1,0.0
amitriptyline,2012-11,0.1091,0,1,0.0
amitriptyline,2013-01,-0.0261,0,2,0.0
amitriptyline,2013-02,0.23763333333333334,1,3,0.3333333333333333
amitriptyline,2013-03,0.4875,0,1,0.0
amitriptyline,2013-04,-0.0926,0,1,0.0
amitriptyline,2013-05,0.011533333333333331,1,3,0.3333333333333333
amitriptyline,2013-06,0.10379999999999999,1,3,0.3333333333333333
amitriptyline,2013-07,0.09356,0,5,0.0
amitriptyline,2013-08,-0.01475,1,2,0.5
amitriptyline,2013-09,-0.009266666666666671,1,3,0.3333333333333333
amitriptyline,2013-10,0.10167999999999999,0,5,0.0
amitriptyline,2013-11,0.17049999999999998,2,2,1.0
amitriptyline,2013-12,-0.11383333333333334,0,3,0.0
amitriptyline,2014-01,0.10095,0,2,0.0
amitriptyline,2014-02,0.0,0,1,0.0
amitriptyline,2014-03,0.2292,0,2,0.0
amitriptyline,2014-04,0.1806,0,1,0.0
amitriptyline,2014-05,0.1875,0,1,0.0
amitriptyline,2014-06,-0.0526,1,2,0.5
amitriptyline,2014-07,0.311,0,5,0.0
amitriptyline,2014-08,-0.16976666666666665,1,3,0.3333333333333333
amitriptyline,2014-09,-0.13674999999999998,0,2,0.0
amitriptyline,2014-10,0.1781,0,2,0.0
amitriptyline,2014-11,-0.06255,0,4,0.0
amitriptyline,2014-12,0.1437,0,1,0.0
amitriptyline,2015-01,0.15,0,1,0.0
amitriptyline,2015-02,0.0645,1,1,1.0
amitriptyline,2015-03,-0.04004285714285714,2,7,0.2857142857142857
amitriptyline,2015-04,-0.08843333333333332,1,3,0.3333333333333333
amitriptyline,2015-05,-0.1808,0,1,0.0
amitriptyline,2015-06,0.16125,0,6,0.0
amitriptyline,2015-07,0.05395,1,8,0.125
amitriptyline,2015-08,0.04256666666666667,1,3,0.3333333333333333
amitriptyline,2015-09,-0.0833125,1,8,0.125
amitriptyline,2015-10,0.066875,0,8,0.0
amitriptyline,2015-11,-0.015614285714285707,1,7,0.14285714285714285
amitriptyline,2015-12,0.06856999999999999,1,10,0.1
amitriptyline,2016-01,0.0696,0,8,0.0
amitriptyline,2016-02,0.11491428571428572,1,7,0.14285714285714285
amitriptyline,2016-03,0.0644125,1,8,0.125
amitriptyline,2016-04,-0.015220000000000006,1,5,0.2
amitriptyline,2016-05,0.11650000000000002,0,8,0.0
amitriptyline,2016-06,0.02226,0,5,0.0
amitriptyline,2016-07,-0.03351428571428571,0,7,0.0
amitriptyline,2016-08,0.06101428571428572,0,7,0.0
amitriptyline,2016-09,0.06828333333333332,1,6,0.16666666666666666
amitriptyline,2016-10,0.008283333333333332,1,12,0.08333333333333333
amitriptyline,2016-11,-0.06778888888888888,0,9,0.0
amitriptyline,2016-12,-0.09755714285714287,0,7,0.0
amitriptyline,2017-01,0.08145,0,8,0.0
amitriptyline,2017-02,0.029016666666666663,0,6,0.0
amitriptyline,2017-03,-0.06943333333333335,2,3,0.6666666666666666
amitriptyline,2017-04,-0.009266666666666668,2,6,0.3333333333333333
amitriptyline,2017-05,-0.0784,1,2,0.5
amitriptyline,2017-06,0.00971666666666667,0,6,0.0
amitriptyline,2017-07,-0.0289,2,6,0.3333333333333333
amitriptyline,2017-08,0.25176,0,5,0.0
amitriptyline,2017-09,0.089625,2,8,0.25
amitriptyline,2017-10,-0.0235,1,5,0.2
amitriptyline,2017-11,0.07822857142857143,1,7,0.14285714285714285
bupropion,2008-03,0.2557,0,2,0.0
bupropion,2008-06,0.15,0,1,0.0
bupropion,2008-07,0.06665,0,2,0.0
bupropion,2008-11,-0.05625,1,2,0.5
bupropion,2008-12,0.14559999999999998,1,3,0.3333333333333333
bupropion,2009-02,0.12246666666666667,2,3,0.6666666666666666
bupropion,2009-03,-0.12845,0,2,0.0
bupropion,2009-04,-0.0486,0,2,0.0
bupropion,2009-05,0.1708,0,1,0.0
bupropion,2009-06,0.08207500000000001,1,4,0.25
bupropion,2009-07,0.3666666666666667,1,3,0.3333333333333333
bupropion,2009-08,0.08683333333333333,2,6,0.3333333333333333
bupropion,2009-09,0.15669999999999998,2,2,1.0
bupropion,2009-10,-0.01753749999999999,2,8,0.25
bupropion,2009-11,0.3306,1,1,1.0
bupropion,2009-12,-0.06571666666666667,2,6,0.3333333333333333
bupropion,2010-01,0.15986666666666668,1,6,0.16666666666666666
bupropion,2010-02,0.0352,0,3,0.0
bupropion,2010-03,0.038675,1,4,0.25
bupropion,2010-04,0.25166666666666665,0,3,0.0
bupropion,2010-05,-0.03335,0,2,0.0
bupropion,2010-06,0.15835,0,2,0.0
bupropion,2010-07,0.10456666666666665,1,3,0.3333333333333333
bupropion,2010-08,0.2,0,1,0.0
bupropion,2010-09,0.083275,2,4,0.5
bupropion,2010-10,0.305,0,1,0.0
bupropion,2010-11,0.31,1,1,1.0
bupropion,2010-12,0.3585666666666667,1,3,0.3333333333333333
bupropion,2011-01,-0.07915,1,2,0.5
bupropion,2011-02,0.2572,0,2,0.0
bupropion,2011-04,0.1907,0,2,0.0
bupropion,2011-05,0.03,0,1,0.0
bupropion,2011-06,-0.146,1,3,0.3333333333333333
bupropion,2011-07,-0.10880000000000001,1,2,0.5
bupropion,2011-08,-0.125,0,2,0.0
bupropion,2011-09,-0.09749999999999999,1,3,0.3333333333333333
bupropion,2011-10,0.10236,1,5,0.2
bupropion,2011-11,-0.05260000000000001,1,2,0.5
bupropion,2011-12,0.15,0,1,0.0
bupropion,2012-01,0.09106666666666667,0,3,0.0
bupropion,2012-02,0.1795,0,1,0.0
bupropion,2012-03,0.075,0,1,0.0
bupropion,2012-04,0.04513333333333333,2,3,0.6666666666666666
bupropion,2012-05,-0.1313,1,3,0.3333333333333333
bupropion,2012-06,-0.013899999999999996,0,2,0.0
bupropion,2012-07,0.0563,0,1,0.0
bupropion,2012-08,0.1125,0,1,0.0
bupropion,2012-09,-1.0,0,1,0.0
bupropion,2012-10,0.2795,0,1,0.0
bupropion,2012-11,-0.023600000000000003,0,2,0.0
bupropion,2012-12,0.026999999999999993,1,3,0.3333333333333333
bupropion,2013-01,0.010166666666666666,2,6,0.3333333333333333
bupropion,2013-02,-0.075,1,2,0.5
bupropion,2013-03,0.1758666666666667,1,3,0.3333333333333333
bupropion,2013-04,-0.14439999999999997,1,2,0.5
bupropion,2013-05,0.20382000000000003,3,5,0.6
bupropion,2013-06,0.3,1,3,0.3333333333333333
bupropion,2013-07,0.33540000000000003,0,2,0.0
bupropion,2013-08,0.15,0,1,0.0
bupropion,2013-09,-0.03615,1,2,0.5
bupropion,2013-10,-0.04933333333333334,0,3,0.0
bupropion,2013-11,0.2801666666666667,1,3,0.3333333333333333
bupropion,2013-12,0.0161,0,1,0.0
bupropion,2014-01,0.1032,1,3,0.3333333333333333
bupropion,2014-02,0.05416666666666667,2,3,0.6666666666666666
bupropion,2014-03,0.10345,0,2,0.0
bupropion,2014-04,0.26195,0,2,0.0
bupropion,2014-05,-0.13655,1,2,0.5
bupropion,2014-06,0.19940000000000002,1,2,0.5
bupropion,2014-07,0.17585,1,4,0.25
bupropion,2014-08,0.24805,0,2,0.0
bupropion,2014-09,0.1224,0,2,0.0
bupropion,2014-10,0.168875,0,4,0.0
bupropion,2014-11,0.10763333333333334,0,6,0.0
bupropion,2014-12,0.10546666666666667,0,3,0.0
bupropion,2015-02,-0.3449333333333333,2,3,0.6666666666666666
bupropion,2015-03,0.15535,0,2,0.0
bupropion,2015-04,0.19809999999999997,0,7,0.0
bupropion,2015-05,0.053274999999999996,2,4,0.5
bupropion,2015-06,0.16813333333333333,0,3,0.0
bupropion,2015-07,-0.005890909090909089,1,11,0.09090909090909091
bupropion,2015-08,-0.06966000000000001,1,5,0.2
bupropion,2015-09,-0.0318,2,5,0.4
bupropion,2015-10,0.07745454545454544,2,11,0.18181818181818182
bupropion,2015-11,0.16598000000000002,2,5,0.4
bupropion,2015-12,0.00541,3,10,0.3
bupropion,2016-01,0.048646666666666664,5,15,0.3333333333333333
bupropion,2016-02,0.058509090909090906,3,11,0.2727272727272727
bupropion,2016-03,0.06985555555555555,2,9,0.2222222222222222
bupropion,2016-04,0.027800000000000005,2,8,0.25
bupropion,2016-05,0.12915,2,8,0.25
bupropion,2016-06,0.03825000000000001,2,6,0.3333333333333333
bupropion,2016-07,-0.005825,0,8,0.0
bupropion,2016-08,0.012814285714285717,3,7,0.42857142857142855
bupropion,2016-09,0.003936363636363633,0,11,0.0
bupropion,2016-10,-0.1649,2,4,0.5
bupropion,2016-11,0.09903636363636363,5,11,0.45454545454545453
bupropion,2016-12,0.033859999999999994,2,10,0.2
bupropion,2017-01,0.10486875,4,16,0.25
bupropion,2017-02,-0.013233333333333326,0,6,0.0
bupropion,2017-03,0.03705,2,6,0.3333333333333333
bupropion,2017-04,0.0679,0,1,0.0
bupropion,2017-05,-0.039525000000000005,3,4,0.75
bupropion,2017-06,-0.09034999999999999,0,2,0.0
bupropion,2017-07,0.0903375,2,8,0.25
bupropion,2017-08,-0.05327,5,10,0.5
bupropion,2017-09,0.04641250000000001,2,8,0.25
bupropion,2017-10,0.0540875,2,8,0.25
bupropion,2017-11,-0.033966666666666666,1,12,0.08333333333333333
bupropion,2017-12,0.1844,1,1,1.0
bupropion / naltrexone,2014-12,-0.07974999999999999,2,4,0.5
bupropion / naltrexone,2015-01,0.08024999999999999,1,8,0.125
bupropion / naltrexone,2015-02,0.23372,0,5,0.0
bupropion / naltrexone,2015-03,0.118075,1,12,0.08333333333333333
bupropion / naltrexone,2015-04,0.048924999999999996,4,20,0.2
bupropion / naltrexone,2015-05,0.058884,4,25,0.16
bupropion / naltrexone,2015-06,0.019572727272727276,2,11,0.18181818181818182
bupropion / naltrexone,2015-07,0.005186666666666673,1,15,0.06666666666666667
bupropion / naltrexone,2015-08,0.11155294117647058,1,17,0.058823529411764705
bupropion / naltrexone,2015-09,-0.0266875,6,24,0.25
bupropion / naltrexone,2015-10,0.08133,1,10,0.1
bupropion / naltrexone,2015-11,0.0027307692307692293,0,13,0.0
bupropion / naltrexone,2015-12,0.030837500000000004,3,16,0.1875
bupropion / naltrexone,2016-01,0.053075,1,16,0.0625
bupropion / naltrexone,2016-02,-0.011345454545454547,4,22,0.18181818181818182
bupropion / naltrexone,2016-03,-0.02295833333333333,3,12,0.25
bupropion / naltrexone,2016-04,-0.00666923076923077,3,13,0.23076923076923078
bupropion / naltrexone,2016-05,0.06885,2,8,0.25
bupropion / naltrexone,2016-06,0.04525,0,8,0.0
bupropion / naltrexone,2016-07,0.037427272727272726,3,11,0.2727272727272727
bupropion / naltrexone,2016-08,0.022575,1,8,0.125
bupropion / naltrexone,2016-09,0.014025,1,8,0.125
bupropion / naltrexone,2016-10,0.07184444444444443,2,9,0.2222222222222222
bupropion / naltrexone,2016-11,0.07863333333333333,1,6,0.16666666666666666
bupropion / naltrexone,2016-12,0.058475,1,8,0.125
bupropion / naltrexone,2017-01,0.094155,1,20,0.05
bupropion / naltrexone,2017-02,-0.05235,2,26,0.07692307692307693
bupropion / naltrexone,2017-03,0.05475666666666666,6,30,0.2
bupropion / naltrexone,2017-04,0.043313043478260864,3,23,0.13043478260869565
bupropion / naltrexone,2017-05,-0.01365,0,20,0.0
bupropion / naltrexone,2017-06,0.08595,2,14,0.14285714285714285
bupropion / naltrexone,2017-07,0.022926666666666658,2,15,0.13333333333333333
bupropion / naltrexone,2017-08,0.004785714285714292,6,14,0.42857142857142855
bupropion / naltrexone,2017-09,0.029375,2,8,0.25
bupropion / naltrexone,2017-10,-0.07070000000000001,2,9,0.2222222222222222
bupropion / naltrexone,2017-11,0.05014545454545454,2,11,0.18181818181818182
bupropion / naltrexone,2017-12,-0.0465,0,1,0.0
chantix,2008-02,0.0667,1,1,1.0
chantix,2008-03,0.14,1,2,0.5
chantix,2008-04,0.2907666666666667,0,3,0.0
chantix,2008-05,-0.0411,0,1,0.0
chantix,2008-08,0.3102,1,2,0.5
chantix,2008-11,0.1006,0,2,0.0
chantix,2008-12,0.05835,0,2,0.0
chantix,2009-01,0.2655,0,2,0.0
chantix,2009-02,-0.017733333333333327,0,3,0.0
chantix,2009-03,0.10394,1,5,0.2
chantix,2009-04,0.22242,2,5,0.4
chantix,2009-05,0.026250000000000002,0,2,0.0
chantix,2009-06,0.2033,0,1,0.0
chantix,2009-07,0.14845,1,2,0.5
chantix,2009-08,0.14923333333333333,2,3,0.6666666666666666
chantix,2009-09,0.148,2,5,0.4
chantix,2009-10,-0.052550000000000006,0,2,0.0
chantix,2009-11,0.2769,0,1,0.0
chantix,2009-12,-0.0349,0,2,0.0
chantix,2010-01,-0.013199999999999995,0,3,0.0
chantix,2010-02,0.11,0,2,0.0
chantix,2010-03,0.2154,0,1,0.0
chantix,2010-05,0.002800000000000004,0,2,0.0
chantix,2010-10,-0.1095,0,1,0.0
chantix,2010-12,0.2806,0,1,0.0
chantix,2011-01,0.55,0,1,0.0
chantix,2011-02,0.13376666666666667,1,3,0.3333333333333333
chantix,2011-03,-0.1302,0,1,0.0
chantix,2011-04,-0.0107,1,1,1.0
chantix,2011-06,0.07,0,1,0.0
chantix,2011-07,0.16885,1,2,0.5
chantix,2011-08,0.16968,2,5,0.4
chantix,2011-09,0.22496666666666665,0,3,0.0
chantix,2011-10,0.0897,0,3,0.0
chantix,2011-11,0.22213333333333332,1,3,0.3333333333333333
chantix,2011-12,0.25765,0,2,0.0
chantix,2012-01,0.010716666666666671,1,6,0.16666666666666666
chantix,2012-02,0.2361,0,1,0.0
chantix,2012-04,-0.0015000000000000013,2,4,0.5
chantix,2012-05,0.1627,0,3,0.0
chantix,2012-07,0.0444,0,1,0.0
chantix,2012-08,0.0,0,1,0.0
chantix,2012-10,0.0986,1,2,0.5
chantix,2013-01,0.18085,0,2,0.0
chantix,2013-02,-0.0029,0,1,0.0
chantix,2013-03,-0.125,0,1,0.0
chantix,2013-04,0.2021,0,1,0.0
chantix,2013-05,-0.04333333333333333,0,3,0.0
chantix,2013-06,-0.2281,0,1,0.0
chantix,2013-08,0.07666666666666667,1,3,0.3333333333333333
chantix,2013-10,0.1721,0,6,0.0
chantix,2013-11,-0.006100000000000001,1,2,0.5
chantix,2013-12,-0.15535,0,2,0.0
chantix,2014-01,0.12716666666666668,0,3,0.0
chantix,2014-02,0.1578,0,5,0.0
chantix,2014-03,0.09534000000000001,0,5,0.0
chantix,2014-04,0.14396666666666666,1,3,0.3333333333333333
chantix,2014-05,0.336075,1,4,0.25
chantix,2014-08,0.2109,0,1,0.0
chantix,2014-09,0.28859999999999997,1,2,0.5
chantix,2014-10,0.10810000000000002,0,3,0.0
chantix,2014-11,-0.0515,1,2,0.5
chantix,2014-12,0.1153,2,3,0.6666666666666666
chantix,2015-01,0.07281666666666665,2,6,0.3333333333333333
chantix,2015-02,0.31248333333333334,0,6,0.0
chantix,2015-03,0.15433333333333332,0,3,0.0
chantix,2015-04,0.14350000000000002,1,2,0.5
chantix,2015-05,0.002966666666666664,0,3,0.0
chantix,2015-06,0.04392,0,5,0.0
chantix,2015-07,0.023200000000000002,0,2,0.0
chantix,2015-08,0.03313333333333334,1,3,0.3333333333333333
chantix,2015-09,0.06768333333333333,1,6,0.16666666666666666
chantix,2015-10,0.035416666666666666,0,6,0.0
chantix,2015-11,0.159125,1,8,0.125
chantix,2015-12,0.021280000000000007,2,5,0.4
chantix,2016-01,-0.03612499999999999,2,8,0.25
chantix,2016-02,0.1977,0,5,0.0
chantix,2016-03,0.10736153846153848,2,13,0.15384615384615385
chantix,2016-04,0.14958333333333332,1,6,0.16666666666666666
chantix,2016-05,0.10131666666666667,1,6,0.16666666666666666
chantix,2016-06,0.2125,0,1,0.0
chantix,2016-07,0.08836666666666666,0,3,0.0
chantix,2016-08,0.17694000000000001,0,5,0.0
chantix,2016-09,0.06349999999999999,0,7,0.0
chantix,2016-11,0.057699999999999994,0,6,0.0
chantix,2016-12,-0.02200000000000001,1,3,0.3333333333333333
chantix,2017-01,-0.03963333333333333,2,3,0.6666666666666666
chantix,2017-02,0.223,0,2,0.0
chantix,2017-03,0.1234,0,2,0.0
chantix,2017-04,-0.04445,0,2,0.0
chantix,2017-05,-0.35,0,2,0.0
chantix,2017-06,0.22223333333333337,0,3,0.0
chantix,2017-07,0.18925999999999998,1,5,0.2
chantix,2017-08,-0.39874,2,5,0.4
chantix,2017-09,0.262,0,1,0.0
chantix,2017-10,0.10238,1,5,0.2
chantix,2017-11,0.1008,2,6,0.3333333333333333
citalopram,2008-04,0.24064999999999998,0,2,0.0
citalopram,2008-05,0.5,0,1,0.0
citalopram,2008-09,0.2222,0,1,0.0
citalopram,2008-10,0.020450000000000003,1,2,0.5
citalopram,2008-11,0.3144,0,1,0.0
citalopram,2008-12,0.11059999999999999,1,3,0.3333333333333333
citalopram,2009-01,0.1667,0,1,0.0
citalopram,2009-02,0.18685,0,2,0.0
citalopram,2009-03,0.04525,0,2,0.0
citalopram,2009-04,0.0798,0,1,0.0
citalopram,2009-06,-0.0824,0,2,0.0
citalopram,2009-07,0.069575,1,4,0.25
citalopram,2009-08,0.04196666666666667,0,3,0.0
citalopram,2009-09,-0.3412,2,2,1.0
citalopram,2009-10,0.0814,1,2,0.5
citalopram,2009-11,-0.3434,0,3,0.0
citalopram,2010-01,0.10688,3,5,0.6
citalopram,2010-03,0.3333,0,1,0.0
citalopram,2010-04,0.0,0,1,0.0
citalopram,2010-06,0.0179,0,1,0.0
citalopram,2010-07,0.0989,1,1,1.0
citalopram,2010-08,-0.17250000000000001,2,4,0.5
citalopram,2010-11,0.016399999999999998,1,2,0.5
citalopram,2010-12,-0.0871,3,4,0.75
citalopram,2011-01,0.1986,0,2,0.0
citalopram,2011-02,-0.1956,0,1,0.0
citalopram,2011-04,0.09584000000000001,2,5,0.4
citalopram,2011-05,0.06646666666666666,2,6,0.3333333333333333
citalopram,2011-06,0.128575,1,4,0.25
citalopram,2011-07,0.04239999999999999,1,3,0.3333333333333333
citalopram,2011-08,-0.04013333333333333,3,3,1.0
citalopram,2011-09,0.2122,2,2,1.0
citalopram,2011-10,0.12513333333333335,1,3,0.3333333333333333
citalopram,2011-11,0.03150000000000001,2,3,0.6666666666666666
citalopram,2011-12,-0.04043999999999999,3,5,0.6
citalopram,2012-01,-0.1444,0,2,0.0
citalopram,2012-02,-0.0925,0,2,0.0
citalopram,2012-03,-0.0183,2,3,0.6666666666666666
citalopram,2012-04,0.067025,1,4,0.25
citalopram,2012-05,0.1708,0,1,0.0
citalopram,2012-06,0.32915,0,2,0.0
citalopram,2012-07,-0.02068571428571429,0,7,0.0
citalopram,2012-08,-0.0274,1,4,0.25
citalopram,2012-09,0.14983333333333335,1,3,0.3333333333333333
citalopram,2012-10,-0.0833,0,1,0.0
citalopram,2012-11,0.17238333333333333,0,6,0.0
citalopram,2012-12,-0.005099999999999997,0,4,0.0
citalopram,2013-01,0.006675000000000002,2,4,0.5
citalopram,2013-02,0.003366666666666666,1,3,0.3333333333333333
citalopram,2013-03,-0.025399999999999992,0,2,0.0
citalopram,2013-04,0.1063,0,1,0.0
citalopram,2013-05,0.25415,0,2,0.0
citalopram,2013-06,-0.1582,1,2,0.5
citalopram,2013-07,-0.0594,0,1,0.0
citalopram,2013-08,0.26866666666666666,1,3,0.3333333333333333
citalopram,2013-09,0.1262,0,1,0.0
citalopram,2013-10,0.07315,2,6,0.3333333333333333
citalopram,2013-11,0.04215000000000002,1,4,0.25
citalopram,2013-12,0.10310000000000001,1,4,0.25
citalopram,2014-01,-0.00474999999999999,1,2,0.5
citalopram,2014-02,0.13,1,2,0.5
citalopram,2014-03,-0.35,0,1,0.0
citalopram,2014-04,0.02415,2,2,1.0
citalopram,2014-05,-0.1661857142857143,1,7,0.14285714285714285
citalopram,2014-06,0.2625,0,2,0.0
citalopram,2014-07,0.27997500000000003,0,4,0.0
citalopram,2014-08,0.25570000000000004,2,4,0.5
citalopram,2014-09,0.13992,1,5,0.2
citalopram,2014-10,0.0806,1,1,1.0
citalopram,2014-11,0.0627,1,1,1.0
citalopram,2014-12,0.06540000000000001,2,5,0.4
